Sexo;Edad;Renta anual neta media por persona y por unidad de consumo;Periodo;Total
Mujeres;Total;Renta media por persona (con alquiler imputado);2018;13.139
Mujeres;Total;Renta media por persona (con alquiler imputado);2017;12.809
Mujeres;Total;Renta media por persona (con alquiler imputado);2016;12.342
Mujeres;Total;Renta media por persona (con alquiler imputado);2015;11.974
Mujeres;Total;Renta media por persona (con alquiler imputado);2014;11.995
Mujeres;Total;Renta media por persona (con alquiler imputado);2013;11.995
Mujeres;Total;Renta media por persona (con alquiler imputado);2012;12.303
Mujeres;Total;Renta media por persona (con alquiler imputado);2011;12.457
Mujeres;Total;Renta media por persona (con alquiler imputado);2010;12.910
Mujeres;Total;Renta media por persona (con alquiler imputado);2009;12.612
Mujeres;Total;Renta media por persona (con alquiler imputado);2008;12.140
Mujeres;Total;Renta media por unidad de consumo (con alquiler imputado);2024;24.423
Mujeres;Total;Renta media por unidad de consumo (con alquiler imputado);2023;23.369
Mujeres;Total;Renta media por unidad de consumo (con alquiler imputado);2022;21.833
Mujeres;Total;Renta media por unidad de consumo (con alquiler imputado);2021;20.756
Mujeres;Total;Renta media por unidad de consumo (con alquiler imputado);2020;20.624
Mujeres;Total;Renta media por unidad de consumo (con alquiler imputado);2019;19.795
Mujeres;Total;Renta media por unidad de consumo (con alquiler imputado);2018;19.277
Mujeres;Total;Renta media por unidad de consumo (con alquiler imputado);2017;18.762
Mujeres;Total;Renta media por unidad de consumo (con alquiler imputado);2016;18.060
Mujeres;Total;Renta media por unidad de consumo (con alquiler imputado);2015;17.570
Mujeres;Total;Renta media por unidad de consumo (con alquiler imputado);2014;17.607
Mujeres;Total;Renta media por unidad de consumo (con alquiler imputado);2013;17.652
Mujeres;Total;Renta media por unidad de consumo (con alquiler imputado);2012;18.174
Mujeres;Total;Renta media por unidad de consumo (con alquiler imputado);2011;18.444
Mujeres;Total;Renta media por unidad de consumo (con alquiler imputado);2010;19.114
Mujeres;Total;Renta media por unidad de consumo (con alquiler imputado);2009;18.825
Mujeres;Total;Renta media por unidad de consumo (con alquiler imputado);2008;18.118
Mujeres;Menores de 16 años;Renta neta media por persona;2024;10.469
Mujeres;Menores de 16 años;Renta neta media por persona;2023;10.226
Mujeres;Menores de 16 años;Renta neta media por persona;2022;9.774
Mujeres;Menores de 16 años;Renta neta media por persona;2021;9.146
Mujeres;Menores de 16 años;Renta neta media por persona;2020;9.171
Mujeres;Menores de 16 años;Renta neta media por persona;2019;8.858
Mujeres;Menores de 16 años;Renta neta media por persona;2018;8.897
Mujeres;Menores de 16 años;Renta neta media por persona;2017;8.349
Mujeres;Menores de 16 años;Renta neta media por persona;2016;8.055
Mujeres;Menores de 16 años;Renta neta media por persona;2015;7.977
Mujeres;Menores de 16 años;Renta neta media por persona;2014;7.813
Mujeres;Menores de 16 años;Renta neta media por persona;2013;7.898
Mujeres;Menores de 16 años;Renta neta media por persona;2012;8.156
Mujeres;Menores de 16 años;Renta neta media por persona;2011;8.188
Mujeres;Menores de 16 años;Renta neta media por persona;2010;8.224
Mujeres;Menores de 16 años;Renta neta media por persona;2009;8.306
Mujeres;Menores de 16 años;Renta neta media por persona;2008;7.963
Mujeres;Menores de 16 años;Renta media por unidad de consumo;2024;19.007
Mujeres;Menores de 16 años;Renta media por unidad de consumo;2023;18.546
Mujeres;Menores de 16 años;Renta media por unidad de consumo;2022;17.761
Mujeres;Menores de 16 años;Renta media por unidad de consumo;2021;16.596
Mujeres;Menores de 16 años;Renta media por unidad de consumo;2020;16.561
Mujeres;Menores de 16 años;Renta media por unidad de consumo;2019;16.012
Mujeres;Menores de 16 años;Renta media por unidad de consumo;2018;16.075
Mujeres;Menores de 16 años;Renta media por unidad de consumo;2017;15.104
Mujeres;Menores de 16 años;Renta media por unidad de consumo;2016;14.579
Mujeres;Menores de 16 años;Renta media por unidad de consumo;2015;14.388
Mujeres;Menores de 16 años;Renta media por unidad de consumo;2014;14.083
Mujeres;Menores de 16 años;Renta media por unidad de consumo;2013;14.227
Mujeres;Menores de 16 años;Renta media por unidad de consumo;2012;14.782
Mujeres;Menores de 16 años;Renta media por unidad de consumo;2011;14.784
Mujeres;Menores de 16 años;Renta media por unidad de consumo;2010;14.825
Mujeres;Menores de 16 años;Renta media por unidad de consumo;2009;15.052
Mujeres;Menores de 16 años;Renta media por unidad de consumo;2008;14.363
Mujeres;Menores de 16 años;Renta media por persona (con alquiler imputado);2024;11.573
Mujeres;Menores de 16 años;Renta media por persona (con alquiler imputado);2023;11.390
Mujeres;Menores de 16 años;Renta media por persona (con alquiler imputado);2022;11.016
Mujeres;Menores de 16 años;Renta media por persona (con alquiler imputado);2021;10.332
Mujeres;Menores de 16 años;Renta media por persona (con alquiler imputado);2020;10.298
Mujeres;Menores de 16 años;Renta media por persona (con alquiler imputado);2019;9.961
Mujeres;Menores de 16 años;Renta media por persona (con alquiler imputado);2018;10.000
Mujeres;Menores de 16 años;Renta media por persona (con alquiler imputado);2017;9.400
Mujeres;Menores de 16 años;Renta media por persona (con alquiler imputado);2016;9.019
Mujeres;Menores de 16 años;Renta media por persona (con alquiler imputado);2015;8.910
Mujeres;Menores de 16 años;Renta media por persona (con alquiler imputado);2014;8.755
Mujeres;Menores de 16 años;Renta media por persona (con alquiler imputado);2013;8.761
Mujeres;Menores de 16 años;Renta media por persona (con alquiler imputado);2012;9.039
Mujeres;Menores de 16 años;Renta media por persona (con alquiler imputado);2011;9.198
Mujeres;Menores de 16 años;Renta media por persona (con alquiler imputado);2010;9.195
Mujeres;Menores de 16 años;Renta media por persona (con alquiler imputado);2009;9.126
Mujeres;Menores de 16 años;Renta media por persona (con alquiler imputado);2008;8.811
Mujeres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2024;20.987
Mujeres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2023;20.634
Mujeres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2022;20.000
Mujeres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2021;18.731
Mujeres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2020;18.583
Mujeres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2019;17.986
Mujeres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2018;18.047
Mujeres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2017;16.981
Mujeres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2016;16.306
Mujeres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2015;16.054
Mujeres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2014;15.761
Mujeres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2013;15.767
Mujeres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2012;16.367
Mujeres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2011;16.592
Mujeres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2010;16.565
Mujeres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2009;16.527
Mujeres;Menores de 16 años;Renta media por unidad de consumo (con alquiler imputado);2008;15.881
Mujeres;De 16 a 29 años;Renta neta media por persona;2024;13.187
Mujeres;De 16 a 29 años;Renta neta media por persona;2023;12.787
Mujeres;De 16 a 29 años;Renta neta media por persona;2022;11.487
Mujeres;De 16 a 29 años;Renta neta media por persona;2021;10.836
Mujeres;De 16 a 29 años;Renta neta media por persona;2020;11.170
Mujeres;De 16 a 29 años;Renta neta media por persona;2019;10.426
Mujeres;De 16 a 29 años;Renta neta media por persona;2018;9.785
Mujeres;De 16 a 29 años;Renta neta media por persona;2017;9.818
Mujeres;De 16 a 29 años;Renta neta media por persona;2016;9.406
Mujeres;De 16 a 29 años;Renta neta media por persona;2015;8.963
Mujeres;De 16 a 29 años;Renta neta media por persona;2014;9.037
Mujeres;De 16 a 29 años;Renta neta media por persona;2013;9.403
Mujeres;De 16 a 29 años;Renta neta media por persona;2012;9.528
Mujeres;De 16 a 29 años;Renta neta media por persona;2011;9.715
Mujeres;De 16 a 29 años;Renta neta media por persona;2010;10.322
Mujeres;De 16 a 29 años;Renta neta media por persona;2009;10.394
Mujeres;De 16 a 29 años;Renta neta media por persona;2008;10.090
Mujeres;De 16 a 29 años;Renta media por unidad de consumo;2024;20.474
Mujeres;De 16 a 29 años;Renta media por unidad de consumo;2023;19.696
Mujeres;De 16 a 29 años;Renta media por unidad de consumo;2022;17.744
Mujeres;De 16 a 29 años;Renta media por unidad de consumo;2021;16.728
Mujeres;De 16 a 29 años;Renta media por unidad de consumo;2020;17.150
Mujeres;De 16 a 29 años;Renta media por unidad de consumo;2019;16.097
Mujeres;De 16 a 29 años;Renta media por unidad de consumo;2018;14.940
Mujeres;De 16 a 29 años;Renta media por unidad de consumo;2017;15.114
Mujeres;De 16 a 29 años;Renta media por unidad de consumo;2016;14.437
Mujeres;De 16 a 29 años;Renta media por unidad de consumo;2015;13.895
Mujeres;De 16 a 29 años;Renta media por unidad de consumo;2014;13.853
Mujeres;De 16 a 29 años;Renta media por unidad de consumo;2013;14.428
Mujeres;De 16 a 29 años;Renta media por unidad de consumo;2012;14.695
Mujeres;De 16 a 29 años;Renta media por unidad de consumo;2011;14.972
Mujeres;De 16 a 29 años;Renta media por unidad de consumo;2010;15.881
Mujeres;De 16 a 29 años;Renta media por unidad de consumo;2009;16.071
Mujeres;De 16 a 29 años;Renta media por unidad de consumo;2008;15.614
Mujeres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2024;14.604
Mujeres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2023;14.289
Mujeres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2022;12.968
Mujeres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2021;12.309
Mujeres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2020;12.587
Mujeres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2019;11.705
Mujeres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2018;11.074
Mujeres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2017;11.097
Mujeres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2016;10.623
Mujeres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2015;10.093
Mujeres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2014;10.164
Mujeres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2013;10.412
Mujeres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2012;10.619
Mujeres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2011;10.919
Mujeres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2010;11.520
Mujeres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2009;11.441
Mujeres;De 16 a 29 años;Renta media por persona (con alquiler imputado);2008;11.152
Mujeres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2024;22.642
Mujeres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2023;21.959
Mujeres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2022;20.001
Mujeres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2021;18.947
Mujeres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2020;19.305
Mujeres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2019;18.054
Mujeres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2018;16.901
Mujeres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2017;17.070
Mujeres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2016;16.282
Mujeres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2015;15.627
Mujeres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2014;15.570
Mujeres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2013;15.966
Mujeres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2012;16.338
Mujeres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2011;16.780
Mujeres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2010;17.684
Mujeres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2009;17.652
Mujeres;De 16 a 29 años;Renta media por unidad de consumo (con alquiler imputado);2008;17.245
Mujeres;De 30 a 44 años;Renta neta media por persona;2024;14.245
Mujeres;De 30 a 44 años;Renta neta media por persona;2023;13.391
Mujeres;De 30 a 44 años;Renta neta media por persona;2022;12.416
Mujeres;De 30 a 44 años;Renta neta media por persona;2021;11.692
Mujeres;De 30 a 44 años;Renta neta media por persona;2020;11.381
Mujeres;De 30 a 44 años;Renta neta media por persona;2019;10.935
Mujeres;De 30 a 44 años;Renta neta media por persona;2018;10.963
Mujeres;De 30 a 44 años;Renta neta media por persona;2017;10.753
Mujeres;De 30 a 44 años;Renta neta media por persona;2016;10.199
Mujeres;De 30 a 44 años;Renta neta media por persona;2015;10.042
Mujeres;De 30 a 44 años;Renta neta media por persona;2014;10.022
Mujeres;De 30 a 44 años;Renta neta media por persona;2013;10.267
Mujeres;De 30 a 44 años;Renta neta media por persona;2012;10.538
Mujeres;De 30 a 44 años;Renta neta media por persona;2011;10.832
Mujeres;De 30 a 44 años;Renta neta media por persona;2010;11.255
Mujeres;De 30 a 44 años;Renta neta media por persona;2009;11.207
Mujeres;De 30 a 44 años;Renta neta media por persona;2008;10.543
Mujeres;De 30 a 44 años;Renta media por unidad de consumo;2024;21.460
Mujeres;De 30 a 44 años;Renta media por unidad de consumo;2023;20.349
Mujeres;De 30 a 44 años;Renta media por unidad de consumo;2022;18.992
Mujeres;De 30 a 44 años;Renta media por unidad de consumo;2021;17.852
Mujeres;De 30 a 44 años;Renta media por unidad de consumo;2020;17.497
Mujeres;De 30 a 44 años;Renta media por unidad de consumo;2019;16.934
Mujeres;De 30 a 44 años;Renta media por unidad de consumo;2018;17.058
Mujeres;De 30 a 44 años;Renta media por unidad de consumo;2017;16.562
Mujeres;De 30 a 44 años;Renta media por unidad de consumo;2016;15.730
Mujeres;De 30 a 44 años;Renta media por unidad de consumo;2015;15.384
Mujeres;De 30 a 44 años;Renta media por unidad de consumo;2014;15.497
Mujeres;De 30 a 44 años;Renta media por unidad de consumo;2013;15.761
Mujeres;De 30 a 44 años;Renta media por unidad de consumo;2012;16.234
Mujeres;De 30 a 44 años;Renta media por unidad de consumo;2011;16.669
Mujeres;De 30 a 44 años;Renta media por unidad de consumo;2010;17.282
Mujeres;De 30 a 44 años;Renta media por unidad de consumo;2009;17.357
Mujeres;De 30 a 44 años;Renta media por unidad de consumo;2008;16.332
Mujeres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2024;15.806
Mujeres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2023;14.995
Mujeres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2022;14.091
Mujeres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2021;13.294
Mujeres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2020;12.929
Mujeres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2019;12.419
Mujeres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2018;12.364
Mujeres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2017;12.130
Mujeres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2016;11.467
Mujeres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2015;11.286
Mujeres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2014;11.235
Mujeres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2013;11.452
Mujeres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2012;11.757
Mujeres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2011;12.198
Mujeres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2010;12.611
Mujeres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2009;12.330
Mujeres;De 30 a 44 años;Renta media por persona (con alquiler imputado);2008;11.746
Mujeres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2024;23.740
Mujeres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2023;22.700
Mujeres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2022;21.466
Mujeres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2021;20.222
Mujeres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2020;19.801
Mujeres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2019;19.165
Mujeres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2018;19.188
Mujeres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2017;18.629
Mujeres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2016;17.637
Mujeres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2015;17.237
Mujeres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2014;17.337
Mujeres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2013;17.534
Mujeres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2012;18.052
Mujeres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2011;18.719
Mujeres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2010;19.311
Mujeres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2009;19.066
Mujeres;De 30 a 44 años;Renta media por unidad de consumo (con alquiler imputado);2008;18.156
Mujeres;De 45 a 64 años;Renta neta media por persona;2024;15.780
Mujeres;De 45 a 64 años;Renta neta media por persona;2023;15.128
Mujeres;De 45 a 64 años;Renta neta media por persona;2022;14.040
Mujeres;De 45 a 64 años;Renta neta media por persona;2021;13.331
Mujeres;De 45 a 64 años;Renta neta media por persona;2020;13.486
Mujeres;De 45 a 64 años;Renta neta media por persona;2019;12.988
Mujeres;De 45 a 64 años;Renta neta media por persona;2018;12.649
Mujeres;De 45 a 64 años;Renta neta media por persona;2017;12.312
Mujeres;De 45 a 64 años;Renta neta media por persona;2016;12.011
Mujeres;De 45 a 64 años;Renta neta media por persona;2015;11.616
Mujeres;De 45 a 64 años;Renta neta media por persona;2014;11.600
Mujeres;De 45 a 64 años;Renta neta media por persona;2013;11.943
Mujeres;De 45 a 64 años;Renta neta media por persona;2012;12.456
Mujeres;De 45 a 64 años;Renta neta media por persona;2011;12.603
Mujeres;De 45 a 64 años;Renta neta media por persona;2010;13.233
Mujeres;De 45 a 64 años;Renta neta media por persona;2009;12.855
Mujeres;De 45 a 64 años;Renta neta media por persona;2008;12.524
Mujeres;De 45 a 64 años;Renta media por unidad de consumo;2024;22.906
Mujeres;De 45 a 64 años;Renta media por unidad de consumo;2023;21.851
Mujeres;De 45 a 64 años;Renta media por unidad de consumo;2022;20.316
Mujeres;De 45 a 64 años;Renta media por unidad de consumo;2021;19.249
Mujeres;De 45 a 64 años;Renta media por unidad de consumo;2020;19.396
Mujeres;De 45 a 64 años;Renta media por unidad de consumo;2019;18.659
Mujeres;De 45 a 64 años;Renta media por unidad de consumo;2018;18.147
Mujeres;De 45 a 64 años;Renta media por unidad de consumo;2017;17.649
Mujeres;De 45 a 64 años;Renta media por unidad de consumo;2016;17.193
Mujeres;De 45 a 64 años;Renta media por unidad de consumo;2015;16.709
Mujeres;De 45 a 64 años;Renta media por unidad de consumo;2014;16.676
Mujeres;De 45 a 64 años;Renta media por unidad de consumo;2013;17.167
Mujeres;De 45 a 64 años;Renta media por unidad de consumo;2012;17.897
Mujeres;De 45 a 64 años;Renta media por unidad de consumo;2011;18.167
Mujeres;De 45 a 64 años;Renta media por unidad de consumo;2010;19.091
Mujeres;De 45 a 64 años;Renta media por unidad de consumo;2009;18.768
Mujeres;De 45 a 64 años;Renta media por unidad de consumo;2008;18.248
Mujeres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2024;18.042
Mujeres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2023;17.356
Mujeres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2022;16.237
Mujeres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2021;15.465
Mujeres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2020;15.578
Mujeres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2019;15.057
Mujeres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2018;14.701
Mujeres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2017;14.277
Mujeres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2016;13.859
Mujeres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2015;13.377
Mujeres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2014;13.461
Mujeres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2013;13.644
Mujeres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2012;14.270
Mujeres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2011;14.536
Mujeres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2010;15.194
Mujeres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2009;14.661
Mujeres;De 45 a 64 años;Renta media por persona (con alquiler imputado);2008;14.347
Mujeres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2024;26.010
Mujeres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2023;24.917
Mujeres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2022;23.362
Mujeres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2021;22.202
Mujeres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2020;22.279
Mujeres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2019;21.503
Mujeres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2018;20.966
Mujeres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2017;20.354
Mujeres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2016;19.727
Mujeres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2015;19.139
Mujeres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2014;19.233
Mujeres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2013;19.511
Mujeres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2012;20.386
Mujeres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2011;20.818
Mujeres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2010;21.785
Mujeres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2009;21.269
Mujeres;De 45 a 64 años;Renta media por unidad de consumo (con alquiler imputado);2008;20.785
Mujeres;65 y más años;Renta neta media por persona;2024;16.819
Mujeres;65 y más años;Renta neta media por persona;2023;15.861
Mujeres;65 y más años;Renta neta media por persona;2022;14.481
Mujeres;65 y más años;Renta neta media por persona;2021;14.031
Mujeres;65 y más años;Renta neta media por persona;2020;13.856
Mujeres;65 y más años;Renta neta media por persona;2019;13.112
Mujeres;65 y más años;Renta neta media por persona;2018;12.464
Mujeres;65 y más años;Renta neta media por persona;2017;12.217
Mujeres;65 y más años;Renta neta media por persona;2016;12.127
Mujeres;65 y más años;Renta neta media por persona;2015;11.833
Mujeres;65 y más años;Renta neta media por persona;2014;11.839
Mujeres;65 y más años;Renta neta media por persona;2013;11.688
Mujeres;65 y más años;Renta neta media por persona;2012;11.589
Mujeres;65 y más años;Renta neta media por persona;2011;11.150
Mujeres;65 y más años;Renta neta media por persona;2010;11.596
Mujeres;65 y más años;Renta neta media por persona;2009;11.455
Mujeres;65 y más años;Renta neta media por persona;2008;10.611
Mujeres;65 y más años;Renta media por unidad de consumo;2024;21.549
Mujeres;65 y más años;Renta media por unidad de consumo;2023;20.129
Mujeres;65 y más años;Renta media por unidad de consumo;2022;18.289
Mujeres;65 y más años;Renta media por unidad de consumo;2021;17.889
Mujeres;65 y más años;Renta media por unidad de consumo;2020;17.668
Mujeres;65 y más años;Renta media por unidad de consumo;2019;16.717
Mujeres;65 y más años;Renta media por unidad de consumo;2018;15.911
Mujeres;65 y más años;Renta media por unidad de consumo;2017;15.578
Mujeres;65 y más años;Renta media por unidad de consumo;2016;15.420
Mujeres;65 y más años;Renta media por unidad de consumo;2015;15.083
Mujeres;65 y más años;Renta media por unidad de consumo;2014;15.113
Mujeres;65 y más años;Renta media por unidad de consumo;2013;14.994
Mujeres;65 y más años;Renta media por unidad de consumo;2012;14.943
Mujeres;65 y más años;Renta media por unidad de consumo;2011;14.401
Mujeres;65 y más años;Renta media por unidad de consumo;2010;15.083
Mujeres;65 y más años;Renta media por unidad de consumo;2009;14.877
Mujeres;65 y más años;Renta media por unidad de consumo;2008;13.801
Mujeres;65 y más años;Renta media por persona (con alquiler imputado);2024;20.623
Mujeres;65 y más años;Renta media por persona (con alquiler imputado);2023;19.528
Mujeres;65 y más años;Renta media por persona (con alquiler imputado);2022;17.959
Mujeres;65 y más años;Renta media por persona (con alquiler imputado);2021;17.312
Mujeres;65 y más años;Renta media por persona (con alquiler imputado);2020;17.017
Mujeres;65 y más años;Renta media por persona (con alquiler imputado);2019;16.311
Mujeres;65 y más años;Renta media por persona (con alquiler imputado);2018;15.477
Mujeres;65 y más años;Renta media por persona (con alquiler imputado);2017;15.211
Mujeres;65 y más años;Renta media por persona (con alquiler imputado);2016;14.956
Mujeres;65 y más años;Renta media por persona (con alquiler imputado);2015;14.537
Mujeres;65 y más años;Renta media por persona (con alquiler imputado);2014;14.819
Mujeres;65 y más años;Renta media por persona (con alquiler imputado);2013;14.233
Mujeres;65 y más años;Renta media por persona (con alquiler imputado);2012;14.327
Mujeres;65 y más años;Renta media por persona (con alquiler imputado);2011;13.936
Mujeres;65 y más años;Renta media por persona (con alquiler imputado);2010;14.533
Mujeres;65 y más años;Renta media por persona (con alquiler imputado);2009;14.219
Mujeres;65 y más años;Renta media por persona (con alquiler imputado);2008;13.437
Mujeres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2024;26.106
Mujeres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2023;24.510
Mujeres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2022;22.425
Mujeres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2021;21.821
Mujeres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2020;21.466
Mujeres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2019;20.550
Mujeres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2018;19.506
Mujeres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2017;19.161
Mujeres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2016;18.795
Mujeres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2015;18.326
Mujeres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2014;18.680
Mujeres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2013;18.053
Mujeres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2012;18.239
Mujeres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2011;17.764
Mujeres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2010;18.618
Mujeres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2009;18.194
Mujeres;65 y más años;Renta media por unidad de consumo (con alquiler imputado);2008;17.187
Mujeres;Menos de 18 años;Renta neta media por persona;2024;10.535
Mujeres;Menos de 18 años;Renta neta media por persona;2023;10.346
Mujeres;Menos de 18 años;Renta neta media por persona;2022;9.799
Mujeres;Menos de 18 años;Renta neta media por persona;2021;9.197
Mujeres;Menos de 18 años;Renta neta media por persona;2020;9.238
Mujeres;Menos de 18 años;Renta neta media por persona;2019;8.917
